timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,API Start Time,API End Time
1626730225204,31358,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,59024,90382
1626730225204,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,59024,59024
1626730226204,9746000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,60024,9806024
1626730226204,17423,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,60024,77447
1626730226204,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,60024,60024
1626730227205,9746000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,61025,9807025
1626730227205,16750,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,61025,77775
1626730227205,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,61025,61025
1626730228205,9746000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,62025,9808025
1626730228205,16798,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,62025,78823
1626730228205,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,62025,62025
1626730229205,9993000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,63025,10056025
1626730229205,26916,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,63025,89941
1626730229205,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,63025,63025
1626730230206,9993000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,64026,10057026
1626730230206,21100,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,64026,85126
1626730230206,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,64026,64026
1626730231206,9993000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,65026,10058026
1626730231206,20949,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,65026,85975
1626730231206,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,65026,65026
1626730232207,9993000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,66027,10059027
1626730232207,20934,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,66027,86961
1626730232207,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,66027,66027
1626730233207,9993000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,67027,10060027
1626730233207,19416,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,67027,86443
1626730233207,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,67027,67027
1626730234207,9994000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,68027,10062027
1626730234207,17882,192.168.78.176 CPU,,,,,true,,0,0,0,0,null,0,0,0,68027,85909
1626730234207,0,192.168.78.176 JMX url=192.168.78.176\:9000:gc-time,,,,,true,,0,0,0,0,null,0,0,0,68027,68027
1626730235208,10129000,192.168.78.176 JMX url=192.168.78.176\:9000:unit=mb:memory-usage,,,,,true,,0,0,0,0,null,0,0,0,69028,10198028
